hook	outcome	mode	run	total_us
suggest-read-json	blocked	smoke	17	31543
suggest-read-json	blocked	smoke	18	34073
suggest-read-json	blocked	smoke	19	31372
suggest-read-json	blocked	smoke	20	29954
suggest-read-json	blocked	smoke	21	33351
suggest-read-json	blocked	smoke	22	30462
suggest-read-json	blocked	smoke	23	33340
suggest-read-json	blocked	smoke	24	29499
suggest-read-json	blocked	smoke	25	29804
suggest-read-json	blocked	smoke	26	33832
suggest-read-json	blocked	smoke	27	33390
suggest-read-json	blocked	smoke	28	37389
suggest-read-json	blocked	smoke	29	34966
suggest-read-json	blocked	smoke	30	42506
suggest-read-json	blocked	real	1	55980
suggest-read-json	blocked	real	2	59830
suggest-read-json	blocked	real	3	56809
suggest-read-json	blocked	real	4	55750
suggest-read-json	blocked	real	5	54552
suggest-read-json	blocked	real	6	49296
suggest-read-json	blocked	real	7	52250
suggest-read-json	blocked	real	8	60610
suggest-read-json	blocked	real	9	61989
suggest-read-json	blocked	real	10	65539
suggest-read-json	blocked	real	11	53986
suggest-read-json	blocked	real	12	58411
suggest-read-json	blocked	real	13	61316
suggest-read-json	blocked	real	14	55722
suggest-read-json	blocked	real	15	55374
suggest-read-json	blocked	real	16	56351
suggest-read-json	blocked	real	17	48549
suggest-read-json	blocked	real	18	48033
suggest-read-json	blocked	real	19	58271
suggest-read-json	blocked	real	20	63473
suggest-read-json	blocked	real	21	50654
suggest-read-json	blocked	real	22	53107
suggest-read-json	blocked	real	23	48027
suggest-read-json	blocked	real	24	55154
suggest-read-json	blocked	real	25	51421
suggest-read-json	blocked	real	26	53759
suggest-read-json	blocked	real	27	51151
suggest-read-json	blocked	real	28	48648
suggest-read-json	blocked	real	29	52675
suggest-read-json	blocked	real	30	52631
suggest-read-json	pass	smoke	1	32294
suggest-read-json	pass	smoke	2	29591
suggest-read-json	pass	smoke	3	32979
suggest-read-json	pass	smoke	4	26748
suggest-read-json	pass	smoke	5	28776
suggest-read-json	pass	smoke	6	30688
suggest-read-json	pass	smoke	7	28007
suggest-read-json	pass	smoke	8	29508
suggest-read-json	pass	smoke	9	32442
suggest-read-json	pass	smoke	10	34992
suggest-read-json	pass	smoke	11	33145
suggest-read-json	pass	smoke	12	30976
suggest-read-json	pass	smoke	13	27621
suggest-read-json	pass	smoke	14	27552
suggest-read-json	pass	smoke	15	26792
suggest-read-json	pass	smoke	16	26862
suggest-read-json	pass	smoke	17	27294
suggest-read-json	pass	smoke	18	32378
suggest-read-json	pass	smoke	19	29100
suggest-read-json	pass	smoke	20	35823
suggest-read-json	pass	smoke	21	31073
suggest-read-json	pass	smoke	22	31658
suggest-read-json	pass	smoke	23	34017
suggest-read-json	pass	smoke	24	28810
suggest-read-json	pass	smoke	25	28096
suggest-read-json	pass	smoke	26	29149
suggest-read-json	pass	smoke	27	32010
suggest-read-json	pass	smoke	28	26998
suggest-read-json	pass	smoke	29	28962
suggest-read-json	pass	smoke	30	28258
suggest-read-json	pass	real	1	44209
suggest-read-json	pass	real	2	43836
suggest-read-json	pass	real	3	48297
suggest-read-json	pass	real	4	49165
suggest-read-json	pass	real	5	56917
suggest-read-json	pass	real	6	57907
suggest-read-json	pass	real	7	52573
suggest-read-json	pass	real	8	53700
suggest-read-json	pass	real	9	51869
suggest-read-json	pass	real	10	49823
suggest-read-json	pass	real	11	49824
suggest-read-json	pass	real	12	48113
suggest-read-json	pass	real	13	48870
suggest-read-json	pass	real	14	51126
suggest-read-json	pass	real	15	44850
suggest-read-json	pass	real	16	51176
suggest-read-json	pass	real	17	52373
suggest-read-json	pass	real	18	46037
suggest-read-json	pass	real	19	49223
suggest-read-json	pass	real	20	49990
suggest-read-json	pass	real	21	49627
suggest-read-json	pass	real	22	53919
suggest-read-json	pass	real	23	45863
suggest-read-json	pass	real	24	49438
suggest-read-json	pass	real	25	59318
suggest-read-json	pass	real	26	71913
suggest-read-json	pass	real	27	71410
suggest-read-json	pass	real	28	79724
suggest-read-json	pass	real	29	71089
suggest-read-json	pass	real	30	72070
